Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,2101,0.0117371249340201,0,0,-0.0138761666666672,-0.489390091932962,0,0,71.8124242443576,23.2970874683764,-0.127681848788171,23.9007202662719,24.382185867688,-0.00311316256908323,-0.109796239298978,2.49184195460893,87.8832600200651,0,0,2.01910815352801E-05,126.401707699301,34.1801162514791
,,2102,-0.0322760138827418,0,0,-0.0386545000000005,-1.36328207660297,0,0,71.81243011292,23.451907829188,-0.00835453121767543,24.0585560338164,24.5454124582378,-0.000205065414633067,-0.0072323275246197,2.49184195460893,87.8832600200651,0,0,-5.55233087662962E-05,126.401717794842,34.1638582839772
,,2103,0.0434339611058265,0.0354481982406651,-69.6066878680878,0.0347415833333338,1.22527979591359,0,0,71.8124518299006,23.4196704476926,-0.098655605578278,24.027474052898,24.5120034786851,-0.00241824654712653,-0.0852876683052314,2.49184195460893,87.8832600200651,0,0,7.47186514089405E-05,126.401755154167,34.1476233142656
,,2104,0.153827267467524,0.278959088929394,-211.596931073256,0.0156353333333338,0.551433072347246,0,0,71.8125504605149,23.3942266550237,-0.135115473139009,24.0004425894512,24.4856378975714,-0.00330838854964081,-0.116681545800974,2.49184195460893,87.8832600200651,0,0,0.000264629930919048,126.401924828458,34.1314403329443
,,2105,0.134177941465383,0,0,-0.0278075833333336,-0.980728762549677,0,0,71.8126944631194,23.425254146633,-0.0657944524462825,24.0314781848063,24.5172506757205,-0.00161309908369728,-0.0568914115714637,2.49184195460893,87.8832600200651,0,0,0.000230826505234348,126.402172556677,34.1152942817669
,,2106,0.122765711512243,0,0,-0.0403421666666668,-1.42280336695587,0,0,71.8128229349459,23.4292862490988,-0.0564619866739835,24.036145334655,24.5217360896544,-0.00138454593631701,-0.0488307094701632,2.49184195460893,87.8832600200651,0,0,0.000211193725428401,126.402393566792,34.099156189433
,,2107,0.0356233982844917,0.0720176706267969,-211.607949498207,0.0140252499999999,0.49464802144318,0,0,71.8129021295008,23.4206874955802,-0.121079869298722,24.0273901717186,24.5115427600732,-0.00296785439369971,-0.104671453540936,2.49184195460893,87.8832600200651,0,0,6.12822222538522E-05,126.402529804766,34.0830100282396
,,2108,0.0553172124141099,0.0342988652241378,-57.8443395852551,0.0457293333333333,1.61280007523924,0,0,71.8129475998061,23.4833805653516,-0.107636740546071,24.0896460664578,24.575094646316,-0.00264518308634066,-0.0932913552352634,2.49184195460893,87.8832600200651,0,0,9.51613326955929E-05,126.402608026543,34.0668631877638
,,2109,0.155774605161131,0,0,-0.0383185833333331,-1.35143483576684,0,0,71.8130531457149,23.4889581163209,-0.0275306223780371,24.0954341183778,24.5805989584658,-0.000676719187751494,-0.0238667979033467,2.49184195460893,87.8832600200651,0,0,0.00026797999172608,126.402789597205,34.0507601449573
,,2110,0.134586383865221,0,0,-0.0204679166666664,-0.721870517975116,0,0,71.8131983262094,23.4125618270486,-0.112470271416499,24.0191865916569,24.5031712061443,-0.00275587831611999,-0.0971953980433094,2.49184195460893,87.8832600200651,0,0,0.000231529163324508,126.403039351783,34.0346911498623
,,2111,0.0793796785555297,0.0412350256629995,-53.107936632925,0.0545829999999997,1.92505466600831,0,0,71.8133053092406,23.4290766258888,-0.118216079134777,24.0374560314911,24.5211186705833,-0.00289879050523493,-0.102235681217286,2.49184195460893,87.8832600200651,0,0,0.000136556031848475,126.40322339438,34.0186192843395
,,2112,0.0239036194567755,0,0,-0.0323080000000005,-1.13945122381324,0,0,71.8133569508896,23.4343782748929,-0.0915271054614819,24.042298180068,24.5277290635779,-0.00224495204473275,-0.0791758497824909,2.49184195460893,87.8832600200651,0,0,4.11208594538152E-05,126.403312232826,34.0025364350803
,,2113,0.0117878324007098,0,0,-0.0318609166666663,-1.1236833133479,0,0,71.8133747966155,23.397737013594,-0.0273443451078417,24.0054351244811,24.4895770177841,-0.000669651445519358,-0.0236175299964505,2.49184195460893,87.8832600200651,0,0,2.02783123179577E-05,126.403342932412,33.9864528142998
,,2114,0.0117985723602647,0.00541429606830292,-42.0438988635295,0.0617876666666669,2.17915167759988,0,0,71.8133865898179,23.4190548217083,-0.105970673272101,24.0281023125063,24.5142767157519,-0.00259779440834682,-0.0916200327413,2.49184195460893,87.8832600200651,0,0,2.02967880009106E-05,126.403363219962,33.9703815467445
,,2115,0.0985052173848564,0,0,-0.00990783333333378,-0.349433354494385,0,0,71.8134417417128,23.4122537669188,-0.102678316387947,24.0234445119524,24.5084170978566,-0.0025164830049415,-0.0887523102539854,2.49184195460893,87.8832600200651,0,0,0.000169457906317016,126.403458097309,33.9543459771692
,,2116,0.166659346565754,0,0,-0.0501384166666666,-1.76830135665749,0,0,71.8135743239948,23.5008186340916,-0.0530016662570422,24.1133233163469,24.6017939789111,-0.00130393607379476,-0.045987729202044,2.49184195460893,87.8832600200651,0,0,0.00028670546704897,126.403686178996,33.9383621568973
,,2117,0.135201452554621,0.234813223633446,-57.6720094952205,0.01632575,0.575782958312758,0,0,71.8137252543943,23.4883323686936,-0.0382910748296143,24.1015756953841,24.588988771044,-0.000941538809016593,-0.0332065602389996,2.49184195460893,87.8832600200651,0,0,0.00023258727218397,126.403945825366,33.9224021041069
,,2118,-0.007394599954942,-0.0125084409451394,-261.626086428932,0.0167619999999999,0.591168794526341,0,0,71.8137928551206,23.4337729853793,-0.17876094999954,24.0465207559289,24.5320718016603,-0.00438537646072172,-0.154665178130836,2.49184195460893,87.8832600200651,0,0,-1.27207140064834E-05,126.404062119002,33.9064177786216
,,2119,0.0431018015317791,0.10525739095935,-232.634503729303,0.011610666666667,0.409489548799712,0,0,71.8138144060214,23.4328832801222,-0.110103373834772,24.0470010887112,24.5318702224311,-0.00270104167796644,-0.0952613979673571,2.49184195460893,87.8832600200651,0,0,7.41472400186061E-05,126.404099192622,33.8904268079384
,,2120,0.0232236347940745,0.243920212730819,-237.370335138934,0.00269958333333313,0.0952099644964776,0,0,71.8138475687396,23.4149363069029,-0.0261397711095275,24.0275230193209,24.5144074859632,-0.000640801000568765,-0.0226000211810949,2.49184195460893,87.8832600200651,0,0,3.99510937928743E-05,126.404156241789,33.8744564003488
,,2121,0.142755342074333,0,0,-0.01082875,-0.381912604923468,0,0,71.813930558228,23.4714084850076,-0.134971440841009,24.0860707461622,24.5717370367021,-0.00331648275181006,-0.116967015299784,2.49184195460893,87.8832600200651,0,0,0.000245582476533709,126.404299008574,33.8585245441905
,,2122,0.134350285584364,0.178989925132477,-157.914118275891,0.0212825833333334,0.750602501704643,0,0,71.8140691110418,23.4553425854905,-0.136873614263383,24.0691856497857,24.554187450982,-0.00336082038171651,-0.118530732232366,2.49184195460893,87.8832600200651,0,0,0.000231122989069526,126.404537361307,33.8426338883326
,,2123,0.123116274602273,1.01445925945992,-434.615993927999,0.003441083333333,0.12136147751051,0,0,71.8141978443219,23.4961896448721,-0.0608066930883893,24.110037274444,24.5951519009864,-0.0014955498531056,-0.0527456391728009,2.49184195460893,87.8832600200651,0,0,0.000211796798746425,126.404758821201,33.8267535771653
,,2124,0.0795845654693677,0,0,-0.0213829166666663,-0.754141097082115,0,0,71.814299194742,23.4895494230997,-0.0781602727097804,24.1020929353622,24.5870704644112,-0.00192173213263296,-0.0677764030695127,2.49184195460893,87.8832600200651,0,0,0.000136908496666178,126.404933173848,33.8108753270913
,,2125,0.067338810442402,0.0412616550036763,-83.9832338765299,0.0462735833333333,1.63199489783922,0,0,71.8143726564299,23.4482484533814,-0.158339435544999,24.0570592997995,24.5435078002662,-0.00388620517138843,-0.137060209190535,2.49184195460893,87.8832600200651,0,0,0.000115842075686952,126.405059549134,33.7949988971435
,,2126,0.111007808189412,3.22353714439212,-1602.57870333134,0.000976416666666369,0.0344366462109885,0,0,71.8144618297392,23.5005225213456,-0.0636171637266058,24.1095594458744,24.5968927867005,-0.00156478455557729,-0.055187435831886,2.49184195460893,87.8832600200651,0,0,0.000190966325651608,126.405212953335,33.7791447929159
,,2127,0.426870387830178,0,0,-0.075096583333333,-2.64853577390608,0,0,71.8147307688372,23.4520684388607,-0.0516694603777509,24.060248045025,24.5459789689846,-0.00126827748777106,-0.0447301081953536,2.49184195460893,87.8832600200651,0,0,0.000734372778286168,126.405675622887,33.7633901122883
,,2128,0.467642914793829,0.355242566426669,-56.8618888581112,0.0373253333333333,1.31640450494933,0,0,71.8151780254885,23.4248783135349,-0.0865669174791698,24.0318222010897,24.517321598088,-0.00212238895559195,-0.0748532466527456,2.49184195460893,87.8832600200651,0,0,0.00080452058084892,126.406445069567,33.7477340345341
,,2129,0.326348915366808,0.582417091552324,-179.727136797042,0.0158877500000001,0.560335402412361,0,0,71.8155750214036,23.4912507348932,-0.11614739665579,24.0976529055318,24.5847939761366,-0.00285545981764722,-0.100707477521592,2.49184195460893,87.8832600200651,0,0,0.000561432036598927,126.407128045875,33.7320690565541
,,2130,0.28981336242728,0,0,-0.0776677499999998,-2.73921668900331,0,0,71.8158831025425,23.4785608927756,-0.0479452016277798,24.0824417456821,24.5696520506618,-0.00117799692149337,-0.041546057751759,2.49184195460893,87.8832600200651,0,0,0.00049857607887561,126.407658049933,33.7163770434472
,,2131,0.332059733698925,0.221174677038531,-42.7895907769903,0.0425691666666663,1.50134607697913,0,0,71.8161940390906,23.3455922167265,-0.0745661950236115,23.9445327328397,24.4281905601776,-0.00182151722138415,-0.0642419842485769,2.49184195460893,87.8832600200651,0,0,0.000571257160931776,126.408192966553,33.7007010976493
,,2132,0.388280593352876,0.289944990666245,-82.0502484861839,0.037970333333333,1.33915261809032,0,0,71.8165542092541,23.4314433788608,-0.127081504494049,24.0317239735613,24.5155681584577,-0.0031154752851032,-0.109877805075235,2.49184195460893,87.8832600200651,0,0,0.000667981039669735,126.408812585653,33.6850629499316
,,2133,0.488407902089928,0,0,-0.0560428333333332,-1.97654064094425,0,0,71.8169925535018,23.5006134125546,-0.0683727449394943,24.1006033219534,24.5870069947404,-0.00168108115807695,-0.0592890300513843,2.49184195460893,87.8832600200651,0,0,0.000840246151145751,126.409566699249,33.669476115097
,,2134,0.468676248099973,0.534532984042796,-107.715579207836,0.0248606666666667,0.876795748983096,0,0,71.8174710955769,23.4766394034349,-0.109020687347702,24.077014310898,24.5630547251307,-0.00267788110949296,-0.094444561948683,2.49184195460893,87.8832600200651,0,0,0.000806298300312576,126.410389971474,33.6539227252001
,,2135,0.369074497514412,0.311528581391378,-90.6744800845128,0.0335915833333334,1.1847211445769,0,0,71.8178899709498,23.5264828830153,-0.123735542535599,24.1290650305507,24.6162039746121,-0.00304589935396559,-0.107423973829639,2.49184195460893,87.8832600200651,0,0,0.00063493805259759,126.411110589651,33.6383559582903
,,2136,0.301341246424469,0,0,-0.0595708333333331,-2.10096752956666,0,0,71.8182251788217,23.4974607825536,-0.104997649950851,24.09743673329,24.5830433183526,-0.002581161777067,-0.0910334265735699,2.49184195460893,87.8832600200651,0,0,0.000518408637005117,126.411687262996,33.6227645968266
,,2137,0.333072327712913,0.417253098675872,-54.9183054757554,0.0226335833333334,0.798250099927114,0,0,71.8185423856088,23.4047368242716,-0.0507638229490896,24.00135117348,24.4859029777477,-0.00124299804351097,-0.0438385428338495,2.49184195460893,87.8832600200651,0,0,0.000572999183930321,126.412232966906,33.6071794036541
,,2138,0.344975100762008,0.235854674077389,-64.0429443430131,0.0414722499999999,1.46265958947591,0,0,71.818881409323,23.4491152468092,-0.108277802389065,24.045665768142,24.5295428973147,-0.00265600499852952,-0.09367302668158,2.49184195460893,87.8832600200651,0,0,0.000593476897389545,126.412816204947,33.5916189940706
,,2139,0.433257525757494,0,0,-0.0331775833333334,-1.1701200300957,0,0,71.8192705256363,23.4556669259678,-0.097584619247096,24.0526497723392,24.535533088815,-0.00239429065449654,-0.0844427824820675,2.49184195460893,87.8832600200651,0,0,0.000745361578327221,126.413485624185,33.5760965524246
,,2140,0.457171008624952,0,0,-0.000159583333333287,-0.00562824763113801,0,0,71.8197157399035,23.5082148162792,-0.0168531098555449,24.1066682094113,24.5908995767195,-0.000414433132013126,-0.0146163903510307,2.49184195460893,87.8832600200651,0,0,0.000786503790258893,126.414251556869,33.5606148317306
,,2141,0.368534323713838,0.882832165135284,-253.151131017082,0.0118362499999996,0.417445510333626,0,0,71.8201285925696,23.4079199347247,-0.122354181472821,24.0068025674401,24.4892331298578,-0.00299636007450084,-0.10567680307896,2.49184195460893,87.8832600200651,0,0,0.000634008869027393,126.414961813199,33.5451324579961
,,2142,0.300816955515045,0,0,-0.0105380833333333,-0.371661258846487,0,0,71.8204632682093,23.3918034257216,-0.0966591838390294,23.9909360378118,24.4717098154455,-0.00236541549790653,-0.0834244021269143,2.49184195460893,87.8832600200651,0,0,0.000517506733953842,126.415537571,33.5296280430482
,,2143,0.375191942460555,0,0,-0.0046816666666661,-0.165114857398113,0,0,71.8208012726583,23.3806622108084,-0.05358384812565,23.9797742631907,24.4627022494592,-0.00131080572207802,-0.0462300106538061,2.49184195460893,87.8832600200651,0,0,0.00064546289617056,126.416119055815,33.5141396512638
,,2144,0.35589143932168,0,0,-0.00781233333333361,-0.275528438080469,0,0,71.8211668143491,23.41447498391,-0.035203055755605,24.0150501237999,24.497549488316,-0.000862388600512878,-0.0304150596216717,2.49184195460893,87.8832600200651,0,0,0.000612257670108659,126.416747916098,33.4986785514688
,,2145,0.43239214115289,0.934098801542817,-291.753435776226,0.0131249999999995,0.462897651125045,0,0,71.8215609561394,23.4610168655452,-0.156005403976928,24.0613908175767,24.5457128211351,-0.00382926384456283,-0.135051980128477,2.49184195460893,87.8832600200651,0,0,0.000743872709715768,126.417425981288,33.4832452009974
,,2146,0.45553786753277,0.529256181714861,-93.7741682655872,0.0244046666666671,0.860713362018307,0,0,71.8220049211437,23.4242369810797,-0.093388030143125,24.0236697256299,24.5055743756266,-0.0022885273184656,-0.080712679638344,2.49184195460893,87.8832600200651,0,0,0.000783694181524316,126.418189764734,33.4678494506728
,,2147,0.323398909406982,0,0,-0.0186548333333332,-0.657925983400338,0,0,71.8223943895322,23.4589124483583,-0.0638137160459805,24.0588340192585,24.5410535159106,-0.00156605582053353,-0.0552322713032916,2.49184195460893,87.8832600200651,0,0,0.000556356839761616,126.418859790244,33.452442659307
,,2148,0.289994882220778,0.291817411669294,-137.895784563816,0.0281769166666663,0.993754555500679,0,0,71.822701086428,23.493266300039,-0.158084710862951,24.0948646362013,24.5784554947104,-0.00388547803033921,-0.137034564094632,2.49184195460893,87.8832600200651,0,0,0.000498888353734582,126.419387412841,33.4370116789702
,,2149,0.37828949790021,0.587456219193652,-139.024141430241,0.018258416666667,0.643945004820025,0,0,71.8230352286181,23.4698147571778,-0.103367568200095,24.0712112771491,24.5566452336897,-0.00253836070095897,-0.0895239014233961,2.49184195460893,87.8832600200651,0,0,0.000650791923972308,126.41996225298,33.4216078309065
,,2150,0.356328899656453,0,0,-0.0574265,-2.0253403399873,0,0,71.8234025378168,23.4545526180374,-0.0419298136176979,24.058347238165,24.5428678411591,-0.00102907787422359,-0.0362939223468855,2.49184195460893,87.8832600200651,0,0,0.000613010241543665,126.420594154063,33.4062337385195
,,2151,0.476989845483683,0.583508934284432,-96.6122176271828,0.0231779999999996,0.817450800592496,0,0,71.8238191971894,23.5092291494097,-0.0910257810858682,24.1151635197085,24.6004808028003,-0.00223927798016281,-0.078975734646357,2.49184195460893,87.8832600200651,0,0,0.000820601584281682,126.421310959976,33.390896883863
,,2152,0.381426141878951,0.404059547251084,-133.117742794943,0.0267657500000002,0.943984975664816,0,0,71.8242484051831,23.4575952942374,-0.145155181240345,24.0616674955734,24.5461181183347,-0.00356299622421378,-0.12566114919284,2.49184195460893,87.8832600200651,0,0,0.000656188337839601,126.422049354937,33.3755801139327
,,2153,0.302077351945851,0,0,-0.057307333333333,-2.02113752321835,0,0,71.82459015693,23.4898130126394,-0.0117814855758795,24.0908573571806,24.5773035244558,-0.000289557146967388,-0.0102122151007755,2.49184195460893,87.8832600200651,0,0,0.000519675041386104,126.422637286626,33.3602369516628
,,2154,0.2894571618146,0.34579244281604,-133.904951477798,0.0237346666666668,0.837083539065628,0,0,71.8248859241869,23.4497041219739,-0.129530623085277,24.0497885777484,24.5362008816198,-0.00317818938834173,-0.112089630681446,2.49184195460893,87.8832600200651,0,0,0.000497963294484733,126.423146105794,33.3448866871805
,,2155,0.288989576277499,0.173873593714166,-61.5591259918971,0.04712625,1.66206708048247,0,0,71.8251751475559,23.4118237585101,-0.11842555527835,24.0097456595898,24.4968305570276,-0.00290105076127564,-0.102315396814405,2.49184195460893,87.8832600200651,0,0,0.000497158890706817,126.423643666887,33.3295476322765
